age_class workclass education marital_status relationship race sex hours_class income_class
U30  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Federal-gov  Bachelors  Married-civ-spouse  Husband  Black  Male UPTO40  >50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  Masters  Divorced  Unmarried  White  Female UPTO40  <=50K
U55  State-gov  Assoc-voc  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  Assoc-voc  Never-married  Not-in-family  White  Male UPTO60  <=50K
U30  Private  Some-college  Married-civ-spouse  Wife  Other  Female UPTO40  <=50K
U21  Private  HS-grad  Never-married  Own-child  White  Female UPTO40  <=50K
U55  Private  Prof-school  Married-civ-spouse  Wife  White  Female UPTO60  >50K
U55  Federal-gov  Bachelors  Divorced  Not-in-family  White  Male UPTO60  >50K
U55  Self-emp-inc  HS-grad  Divorced  Not-in-family  White  Male UPTO60  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Private  5th-6th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Assoc-voc  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U40  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  ?  7th-8th  Married-spouse-absent  Not-in-family  White  Male UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  Doctorate  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U30  Private  Some-college  Divorced  Not-in-family  White  Male UPTO60  <=50K
U40  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  Some-college  Divorced  Not-in-family  White  Female UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Wife  White  Female UPTO40  >50K
U55  Self-emp-inc  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U30  ?  Some-college  Never-married  Own-child  White  Male UPTO40  <=50K
U21  Private  Some-college  Never-married  Own-child  White  Male UPTO40  <=50K
U40  Private  Bachelors  Separated  Own-child  Black  Female UPTO40  <=50K
U30  Self-emp-not-inc  Bachelors  Married-civ-spouse  Husband  White  Male UPTO80  >50K
U30  Private  Some-college  Never-married  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Private  Some-college  Married-civ-spouse  Other-relative  White  Male UPTO20  <=50K
U30  Private  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
U55  Private  Assoc-acdm  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
55PLUS  ?  10th  Married-civ-spouse  Husband  White  Male UPTO20  <=50K
U21  Private  11th  Never-married  Own-child  White  Female UPTO40  <=50K
U40  Local-gov  7th-8th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U21  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Wife  White  Female UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U55  Private  HS-grad  Divorced  Not-in-family  White  Female UPTO40  >50K
U55  Private  HS-grad  Divorced  Own-child  White  Female UPTO40  <=50K
U55  Local-gov  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Masters  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U40  Private  9th  Never-married  Not-in-family  White  Male UPTO40  <=50K
U55  Federal-gov  Doctorate  Never-married  Not-in-family  White  Female UPTO60  >50K
55PLUS  Private  Assoc-voc  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Some-college  Divorced  Unmarried  White  Female UPTO40  <=50K
U30  Private  Some-college  Divorced  Unmarried  Black  Female UPTO40  <=50K
U40  Private  HS-grad  Married-civ-spouse  Wife  Asian-Pac-Islander  Female UPTO40  <=50K
U40  Local-gov  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U30  Local-gov  Some-college  Never-married  Not-in-family  White  Male UPTO60  <=50K
U55  Self-emp-not-inc  Doctorate  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U40  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U55  Private  Assoc-acdm  Divorced  Unmarried  White  Female UPTO40  <=50K
U40  Federal-gov  HS-grad  Never-married  Own-child  Black  Male UPTO40  <=50K
55PLUS  Private  Masters  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U55  Self-emp-not-inc  Masters  Never-married  Not-in-family  White  Female UPTO60  <=50K
U21  Private  Some-college  Never-married  Own-child  White  Female UPTO40  <=50K
U30  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO40  <=50K
U40  Self-emp-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U21  ?  10th  Never-married  Own-child  White  Female UPTO40  <=50K
U40  Private  11th  Never-married  Own-child  White  Male UPTO40  <=50K
U40  Local-gov  HS-grad  Never-married  Not-in-family  White  Female UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  Bachelors  Never-married  Other-relative  White  Male UPTO40  <=50K
U40  Private  Prof-school  Married-civ-spouse  Husband  White  Male UPTO40  >50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U30  Private  Some-college  Married-civ-spouse  Wife  White  Female UPTO40  <=50K
U40  Private  HS-grad  Never-married  Own-child  White  Female UPTO40  <=50K
U55  Private  9th  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
55PLUS  Self-emp-inc  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U55  Local-gov  Assoc-voc  Married-civ-spouse  Husband  Black  Male UPTO40  >50K
55PLUS  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U30  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO60  <=50K
U30  Private  Some-college  Never-married  Own-child  White  Female UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U40  Private  Bachelors  Never-married  Own-child  Black  Male UPTO40  <=50K
U30  State-gov  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U21  Private  Some-college  Never-married  Own-child  Black  Male UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Wife  White  Female UPTO40  >50K
U21  Private  Some-college  Never-married  Own-child  White  Female UPTO40  <=50K
U40  Private  Assoc-acdm  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  ?  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Some-college  Divorced  Not-in-family  White  Male UPTO40  <=50K
U30  Private  Assoc-acdm  Never-married  Not-in-family  White  Female UPTO60  <=50K
U30  Private  HS-grad  Never-married  Not-in-family  White  Female UPTO40  <=50K
U40  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U55  Private  Assoc-acdm  Divorced  Not-in-family  Black  Female UPTO40  <=50K
U40  Federal-gov  Masters  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U30  Private  Assoc-voc  Married-civ-spouse  Wife  White  Female UPTO40  <=50K
U21  Private  Some-college  Never-married  Own-child  White  Male UPTO20  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  Asian-Pac-Islander  Male UPTO40  >50K
55PLUS  Self-emp-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  Some-college  Never-married  Own-child  White  Female UPTO40  <=50K
U21  Private  Some-college  Never-married  Own-child  White  Male UPTO40  <=50K
U55  Private  Assoc-voc  Never-married  Not-in-family  White  Female UPTO40  >50K
55PLUS  Private  Some-college  Never-married  Other-relative  White  Male UPTO40  <=50K
U40  Private  HS-grad  Never-married  Unmarried  Black  Female UPTO40  <=50K
U30  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  HS-grad  Widowed  Unmarried  White  Female UPTO40  <=50K
55PLUS  Private  11th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  ?  Some-college  Divorced  Not-in-family  White  Female UPTO40  <=50K
U55  Local-gov  Some-college  Divorced  Unmarried  White  Female UPTO40  <=50K
U40  Private  HS-grad  Never-married  Not-in-family  White  Female UPTO40  <=50K
U40  Private  Bachelors  Never-married  Other-relative  Asian-Pac-Islander  Female UPTO40  <=50K
U30  Private  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
U55  ?  HS-grad  Divorced  Not-in-family  White  Male UPTO60  >50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Self-emp-not-inc  Some-college  Separated  Unmarried  Black  Male UPTO20  <=50K
U30  Private  HS-grad  Divorced  Not-in-family  White  Male UPTO60  <=50K
U55  Private  Bachelors  Separated  Other-relative  Black  Male UPTO60  <=50K
55PLUS  ?  1st-4th  Divorced  Not-in-family  White  Female UPTO20  <=50K
U30  Private  HS-grad  Never-married  Unmarried  White  Female UPTO40  <=50K
U55  Self-emp-inc  Masters  Divorced  Unmarried  Asian-Pac-Islander  Female UPTO40  <=50K
U30  Private  HS-grad  Never-married  Not-in-family  Asian-Pac-Islander  Female UPTO40  <=50K
U55  Self-emp-not-inc  Masters  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Some-college  Divorced  Unmarried  White  Female UPTO40  <=50K
U40  Federal-gov  Assoc-acdm  Never-married  Not-in-family  White  Male UPTO60  <=50K
U55  State-gov  Masters  Widowed  Unmarried  White  Male UPTO40  <=50K
U21  Private  11th  Never-married  Own-child  White  Male UPTO20  <=50K
55PLUS  Local-gov  Assoc-voc  Widowed  Not-in-family  White  Female UPTO20  <=50K
U30  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO40  <=50K
U30  State-gov  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Male UPTO60  <=50K
U30  State-gov  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U30  Private  HS-grad  Married-spouse-absent  Unmarried  White  Female UPTO40  <=50K
U30  Private  HS-grad  Never-married  Own-child  Black  Male UPTO40  <=50K
U40  Private  HS-grad  Never-married  Not-in-family  Black  Male UPTO40  <=50K
U21  Private  HS-grad  Never-married  Own-child  White  Male UPTO20  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO80  <=50K
U55  Local-gov  Some-college  Married-civ-spouse  Husband  Black  Male UPTO40  >50K
U55  Private  Some-college  Divorced  Not-in-family  White  Female UPTO40  <=50K
U40  Private  Some-college  Never-married  Not-in-family  Black  Male UPTO60  <=50K
U55  Private  7th-8th  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Federal-gov  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U40  Private  HS-grad  Married-civ-spouse  Husband  Black  Male UPTO40  <=50K
U55  Self-emp-not-inc  Bachelors  Divorced  Not-in-family  White  Female UPTO40  <=50K
U55  ?  Bachelors  Divorced  Not-in-family  White  Female UPTO60  <=50K
U40  Private  Masters  Married-civ-spouse  Wife  White  Female UPTO60  <=50K
55PLUS  State-gov  Doctorate  Married-civ-spouse  Husband  White  Male UPTO20  >50K
U40  Private  Some-college  Divorced  Not-in-family  Black  Female UPTO40  <=50K
U30  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Local-gov  Bachelors  Married-civ-spouse  Husband  Black  Male UPTO40  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U55  Federal-gov  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  5th-6th  Married-civ-spouse  Other-relative  White  Male UPTO40  <=50K
U40  Private  Some-college  Divorced  Not-in-family  White  Male UPTO40  <=50K
U55  Federal-gov  Masters  Never-married  Not-in-family  White  Female UPTO60  >50K
U40  Private  Masters  Married-civ-spouse  Other-relative  White  Male UPTO40  >50K
U30  Self-emp-not-inc  HS-grad  Never-married  Not-in-family  White  Male UPTO40  <=50K
U30  Private  Masters  Never-married  Not-in-family  White  Female UPTO40  <=50K
U21  ?  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U55  Local-gov  Some-college  Never-married  Not-in-family  White  Female UPTO40  <=50K
U40  State-gov  HS-grad  Divorced  Unmarried  White  Female UPTO40  <=50K
U21  Private  11th  Never-married  Own-child  White  Female UPTO40  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  Black  Male UPTO40  >50K
U40  Private  HS-grad  Divorced  Not-in-family  White  Male UPTO60  <=50K
55PLUS  Self-emp-inc  HS-grad  Married-civ-spouse  Wife  White  Female UPTO40  >50K
U21  Private  11th  Never-married  Own-child  White  Female UPTO20  <=50K
U55  Local-gov  HS-grad  Married-civ-spouse  Husband  Black  Male UPTO40  <=50K
U40  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Some-college  Never-married  Not-in-family  Amer-Indian-Eskimo  Female UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  Asian-Pac-Islander  Male UPTO40  <=50K
U55  Self-emp-inc  7th-8th  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Bachelors  Never-married  Not-in-family  Black  Male UPTO60  >50K
U55  Private  Assoc-acdm  Divorced  Not-in-family  White  Female UPTO40  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U30  Private  10th  Never-married  Not-in-family  White  Male UPTO40  <=50K
U40  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
55PLUS  ?  1st-4th  Divorced  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Private  HS-grad  Never-married  Not-in-family  Black  Male UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  Black  Male UPTO20  <=50K
U55  Local-gov  Preschool  Never-married  Not-in-family  White  Female UPTO40  <=50K
U21  Private  HS-grad  Never-married  Own-child  White  Female UPTO40  <=50K
55PLUS  ?  10th  Divorced  Not-in-family  Amer-Indian-Eskimo  Female UPTO20  <=50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
55PLUS  Private  Assoc-voc  Widowed  Not-in-family  White  Female UPTO20  <=50K
55PLUS  Private  HS-grad  Divorced  Not-in-family  White  Female UPTO40  <=50K
U40  Private  11th  Separated  Not-in-family  Black  Male UPTO40  <=50K
U55  Private  HS-grad  Divorced  Unmarried  Black  Female UPTO40  <=50K
U30  Private  Some-college  Never-married  Not-in-family  White  Male UPTO60  <=50K
U40  Private  Some-college  Divorced  Other-relative  Other  Female UPTO40  <=50K
U30  Private  Prof-school  Never-married  Not-in-family  White  Male UPTO60  >50K
55PLUS  State-gov  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  State-gov  Some-college  Never-married  Not-in-family  White  Female UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U40  Local-gov  Masters  Married-civ-spouse  Husband  White  Male UPTO80  >50K
U30  Private  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Wife  White  Female UPTO20  <=50K
U30  State-gov  Assoc-acdm  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U21  ?  Some-college  Never-married  Own-child  White  Male UPTO20  <=50K
U40  Private  Some-college  Divorced  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U40  Private  HS-grad  Never-married  Not-in-family  White  Female UPTO40  <=50K
U55  Private  Assoc-acdm  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  Prof-school  Married-civ-spouse  Wife  White  Female UPTO40  >50K
U55  Private  Bachelors  Married-civ-spouse  Wife  Black  Female UPTO40  <=50K
55PLUS  Local-gov  10th  Widowed  Unmarried  Black  Female UPTO40  <=50K
U21  Local-gov  Some-college  Never-married  Own-child  White  Male UPTO40  <=50K
55PLUS  Private  Some-college  Never-married  Not-in-family  White  Male UPTO20  <=50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  Asian-Pac-Islander  Male UPTO40  >50K
U21  Private  HS-grad  Never-married  Own-child  White  Female UPTO40  <=50K
U40  Private  HS-grad  Separated  Not-in-family  White  Female UPTO40  <=50K
U55  Private  Assoc-voc  Widowed  Not-in-family  White  Female UPTO60  <=50K
U55  Private  7th-8th  Divorced  Not-in-family  White  Male UPTO40  <=50K
U40  Private  Bachelors  Divorced  Own-child  White  Female UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U21  Private  11th  Never-married  Own-child  White  Male UPTO20  <=50K
55PLUS  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  11th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Self-emp-inc  Some-college  Married-civ-spouse  Husband  Asian-Pac-Islander  Male UPTO80  >50K
U21  ?  Some-college  Never-married  Own-child  White  Male UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Bachelors  Never-married  Not-in-family  White  Female UPTO60  <=50K
U40  Private  HS-grad  Married-civ-spouse  Wife  White  Female UPTO40  >50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U21  Private  9th  Never-married  Own-child  White  Male UPTO40  <=50K
U55  Self-emp-not-inc  Masters  Married-civ-spouse  Husband  White  Male 80PLUS  <=50K
U30  Local-gov  Masters  Never-married  Own-child  White  Male UPTO40  <=50K
U40  Private  HS-grad  Divorced  Own-child  White  Female UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  Black  Male UPTO40  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Some-college  Never-married  Not-in-family  White  Female UPTO40  <=50K
U30  Private  Some-college  Never-married  Own-child  White  Female UPTO40  <=50K
U30  Private  Some-college  Married-civ-spouse  Wife  White  Female UPTO60  >50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Female UPTO20  <=50K
U55  Local-gov  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U40  Private  Assoc-acdm  Divorced  Unmarried  Black  Female UPTO60  <=50K
55PLUS  Private  Bachelors  Divorced  Not-in-family  White  Female UPTO60  <=50K
U30  Private  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
55PLUS  Federal-gov  Masters  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Private  Prof-school  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U55  Private  Some-college  Divorced  Not-in-family  White  Male UPTO60  <=50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Female UPTO40  <=50K
U55  Private  7th-8th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U40  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U40  Private  HS-grad  Divorced  Not-in-family  White  Female UPTO40  <=50K
U30  Local-gov  Bachelors  Never-married  Not-in-family  White  Male UPTO60  <=50K
U30  Private  Some-college  Never-married  Own-child  White  Male UPTO60  <=50K
U30  Private  Bachelors  Never-married  Unmarried  Black  Female UPTO40  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO20  <=50K
U40  Self-emp-inc  Bachelors  Divorced  Not-in-family  White  Female UPTO60  <=50K
U40  ?  Masters  Married-civ-spouse  Wife  Asian-Pac-Islander  Female UPTO40  <=50K
U30  Private  HS-grad  Never-married  Own-child  White  Male UPTO40  <=50K
U40  Private  HS-grad  Divorced  Not-in-family  White  Male UPTO80  <=50K
U55  Private  Bachelors  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U30  Private  Some-college  Never-married  Not-in-family  Asian-Pac-Islander  Female UPTO40  <=50K
U40  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  >50K
55PLUS  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U30  Private  Some-college  Married-civ-spouse  Wife  Asian-Pac-Islander  Female UPTO40  <=50K
U55  Private  HS-grad  Divorced  Not-in-family  White  Female UPTO40  <=50K
U30  Private  Assoc-acdm  Never-married  Not-in-family  White  Male UPTO60  <=50K
U55  Private  Assoc-acdm  Never-married  Not-in-family  White  Female UPTO40  <=50K
U40  Private  Assoc-acdm  Married-civ-spouse  Husband  White  Male UPTO40  >50K
U55  Self-emp-inc  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  >50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Male UPTO40  <=50K
U40  Private  Masters  Married-civ-spouse  Husband  Asian-Pac-Islander  Male UPTO40  >50K
U21  ?  Some-college  Never-married  Own-child  Black  Female UPTO40  <=50K
U40  Self-emp-not-inc  Bachelors  Divorced  Not-in-family  Black  Female UPTO40  >50K
U30  Private  Some-college  Never-married  Own-child  White  Male UPTO20  <=50K
U30  Private  Some-college  Never-married  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Self-emp-not-inc  Some-college  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U30  Private  5th-6th  Married-civ-spouse  Other-relative  White  Female UPTO40  <=50K
U30  Private  Some-college  Never-married  Not-in-family  White  Female UPTO40  <=50K
55PLUS  Private  HS-grad  Widowed  Not-in-family  White  Female UPTO40  <=50K
U40  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  Some-college  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U40  Private  HS-grad  Divorced  Not-in-family  White  Male UPTO60  <=50K
U30  Private  11th  Never-married  Not-in-family  White  Female UPTO40  <=50K
55PLUS  Self-emp-not-inc  Masters  Married-civ-spouse  Husband  White  Male UPTO20  <=50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO60  <=50K
U30  ?  Assoc-voc  Never-married  Own-child  Black  Female UPTO20  <=50K
U55  Private  Some-college  Married-civ-spouse  Wife  White  Female UPTO60  >50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
55PLUS  Private  HS-grad  Never-married  Not-in-family  White  Male UPTO60  <=50K
U55  Private  Some-college  Never-married  Not-in-family  Black  Male UPTO60  <=50K
U30  Private  Bachelors  Never-married  Not-in-family  White  Male UPTO40  <=50K
U55  Private  Assoc-voc  Never-married  Not-in-family  White  Male UPTO40  <=50K
55PLUS  Local-gov  10th  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U55  Private  HS-grad  Married-civ-spouse  Husband  White  Male UPTO40  <=50K
U21  Private  5th-6th  Never-married  Other-relative  White  Male UPTO60  <=50K
U40  Private  HS-grad  Never-married  Other-relative  White  Male UPTO40  <=50K
