age_class workclass education marital-status occupation relationship race sex hours_class native-country income_class
U21  Private  Some-college  Never-married  Sales  Own-child  Black  Male UPTO60  United-States  <=50K
U55  Private  Bachelors  Divorced  Exec-managerial  Own-child  White  Male UPTO40  United-States  <=50K
U40  Federal-gov  Some-college  Married-civ-spouse  Adm-clerical  Own-child  White  Male UPTO40  United-States  <=50K
U30  State-gov  Some-college  Married-civ-spouse  Other-service  Husband  Black  Male UPTO20  United-States  <=50K
U55  Private  11th  Never-married  Machine-op-inspct  Unmarried  White  Male UPTO40  Puerto-Rico  <=50K
U30  Private  Some-college  Never-married  Machine-op-inspct  Own-child  White  Male UPTO40  United-States  <=50K
U21  Private  HS-grad  Married-AF-spouse  Adm-clerical  Wife  White  Female UPTO40  United-States  <=50K
U40  Private  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO40  ?  >50K
U55  Self-emp-not-inc  Assoc-acdm  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  9th  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO60  United-States  <=50K
U55  Self-emp-not-inc  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  Bachelors  Married-civ-spouse  Tech-support  Husband  White  Male UPTO60  United-States  <=50K
U55  Private  HS-grad  Separated  Adm-clerical  Unmarried  White  Female UPTO40  United-States  <=50K
U30  Private  HS-grad  Never-married  Handlers-cleaners  Not-in-family  White  Male UPTO40  United-States  <=50K
55PLUS  Federal-gov  Bachelors  Married-civ-spouse  Prof-specialty  Husband  Black  Male UPTO40  United-States  >50K
U55  Private  HS-grad  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  United-States  <=50K
U55  Private  Masters  Divorced  Exec-managerial  Unmarried  White  Female UPTO40  United-States  <=50K
U55  State-gov  Assoc-voc  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  Assoc-voc  Never-married  Prof-specialty  Not-in-family  White  Male UPTO60  United-States  <=50K
U30  Private  Some-college  Married-civ-spouse  Exec-managerial  Wife  Other  Female UPTO40  United-States  <=50K
U21  Private  HS-grad  Never-married  Other-service  Own-child  White  Female UPTO40  ?  <=50K
U55  Private  Prof-school  Married-civ-spouse  Prof-specialty  Wife  White  Female UPTO60  Honduras  >50K
U55  Federal-gov  Bachelors  Divorced  Exec-managerial  Not-in-family  White  Male UPTO60  United-States  >50K
U55  Self-emp-inc  HS-grad  Divorced  Exec-managerial  Not-in-family  White  Male UPTO60  United-States  <=50K
U55  Private  Some-college  Married-civ-spouse  Tech-support  Husband  White  Male UPTO40  United-States  >50K
U55  Private  5th-6th  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  Mexico  <=50K
U40  Private  Assoc-voc  Married-civ-spouse  Other-service  Husband  White  Male UPTO40  Puerto-Rico  <=50K
U55  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO60  United-States  <=50K
U40  Private  HS-grad  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  Bachelors  Married-civ-spouse  Sales  Husband  White  Male UPTO40  United-States  <=50K
U40  ?  7th-8th  Married-spouse-absent  ?  Not-in-family  White  Male UPTO40  ?  <=50K
U55  Private  HS-grad  Married-civ-spouse  Transport-moving  Husband  White  Male UPTO40  United-States  <=50K
U55  Private  Doctorate  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO60  United-States  >50K
U30  Private  Some-college  Divorced  Tech-support  Not-in-family  White  Male UPTO60  United-States  <=50K
U40  Private  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  Some-college  Divorced  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Private  HS-grad  Married-civ-spouse  Adm-clerical  Wife  White  Female UPTO40  United-States  >50K
U55  Self-emp-inc  Some-college  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO60  United-States  >50K
U30  ?  Some-college  Never-married  ?  Own-child  White  Male UPTO40  United-States  <=50K
U21  Private  Some-college  Never-married  Prof-specialty  Own-child  White  Male UPTO40  United-States  <=50K
U40  Private  Bachelors  Separated  Sales  Own-child  Black  Female UPTO40  United-States  <=50K
U30  Self-emp-not-inc  Bachelors  Married-civ-spouse  Sales  Husband  White  Male UPTO80  United-States  >50K
U30  Private  Some-college  Never-married  Machine-op-inspct  Not-in-family  White  Male UPTO40  United-States  <=50K
55PLUS  Private  Some-college  Married-civ-spouse  Prof-specialty  Other-relative  White  Male UPTO20  United-States  <=50K
U30  Private  HS-grad  Never-married  Other-service  Own-child  White  Male UPTO40  Mexico  <=50K
U55  Private  Assoc-acdm  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO40  United-States  <=50K
55PLUS  ?  10th  Married-civ-spouse  ?  Husband  White  Male UPTO20  United-States  <=50K
U21  Private  11th  Never-married  Other-service  Own-child  White  Female UPTO40  United-States  <=50K
U40  Local-gov  7th-8th  Married-civ-spouse  Farming-fishing  Husband  White  Male UPTO40  United-States  <=50K
U21  Private  HS-grad  Never-married  Sales  Not-in-family  White  Male UPTO40  United-States  <=50K
U55  Private  Bachelors  Married-civ-spouse  Other-service  Husband  White  Male UPTO40  Cuba  <=50K
U55  Private  HS-grad  Married-civ-spouse  Other-service  Wife  White  Female UPTO40  United-States  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  <=50K
U55  Private  HS-grad  Divorced  Craft-repair  Not-in-family  White  Female UPTO40  United-States  >50K
U55  Private  HS-grad  Divorced  Sales  Own-child  White  Female UPTO40  United-States  <=50K
U55  Local-gov  HS-grad  Married-civ-spouse  Protective-serv  Husband  White  Male UPTO40  United-States  >50K
U40  Private  Masters  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO60  United-States  <=50K
U40  Private  9th  Never-married  Sales  Not-in-family  White  Male UPTO40  United-States  <=50K
U55  Federal-gov  Doctorate  Never-married  Prof-specialty  Not-in-family  White  Female UPTO60  United-States  >50K
55PLUS  Private  Assoc-voc  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  Some-college  Divorced  Craft-repair  Unmarried  White  Female UPTO40  United-States  <=50K
U30  Private  Some-college  Divorced  Machine-op-inspct  Unmarried  Black  Female UPTO40  United-States  <=50K
U40  Private  HS-grad  Married-civ-spouse  Sales  Wife  Asian-Pac-Islander  Female UPTO40  ?  <=50K
U40  Local-gov  Bachelors  Married-civ-spouse  Protective-serv  Husband  White  Male UPTO40  United-States  >50K
U30  Local-gov  Some-college  Never-married  Handlers-cleaners  Not-in-family  White  Male UPTO60  United-States  <=50K
U55  Self-emp-not-inc  Doctorate  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO60  United-States  >50K
U40  Private  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  >50K
U55  Private  Assoc-acdm  Divorced  Exec-managerial  Unmarried  White  Female UPTO40  England  <=50K
U40  Federal-gov  HS-grad  Never-married  Other-service  Own-child  Black  Male UPTO40  United-States  <=50K
55PLUS  Private  Masters  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO40  United-States  >50K
U55  Private  Bachelors  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO60  United-States  >50K
U55  Self-emp-not-inc  Masters  Never-married  Prof-specialty  Not-in-family  White  Female UPTO60  United-States  <=50K
U21  Private  Some-college  Never-married  Tech-support  Own-child  White  Female UPTO40  United-States  <=50K
U30  Private  HS-grad  Never-married  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
U40  Self-emp-inc  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  >50K
U21  ?  10th  Never-married  ?  Own-child  White  Female UPTO40  United-States  <=50K
U40  Private  11th  Never-married  Handlers-cleaners  Own-child  White  Male UPTO40  United-States  <=50K
U40  Local-gov  HS-grad  Never-married  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Private  HS-grad  Married-civ-spouse  Handlers-cleaners  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  Bachelors  Never-married  Sales  Other-relative  White  Male UPTO40  United-States  <=50K
U40  Private  Prof-school  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  >50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Other-service  Husband  White  Male UPTO60  Canada  >50K
U30  Private  Some-college  Married-civ-spouse  Sales  Wife  White  Female UPTO40  United-States  <=50K
U40  Private  HS-grad  Never-married  Machine-op-inspct  Own-child  White  Female UPTO40  United-States  <=50K
U55  Private  9th  Married-civ-spouse  Handlers-cleaners  Husband  White  Male UPTO60  United-States  <=50K
55PLUS  Self-emp-inc  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  <=50K
U55  Local-gov  Assoc-voc  Married-civ-spouse  Craft-repair  Husband  Black  Male UPTO40  United-States  >50K
55PLUS  Private  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  <=50K
U30  Private  HS-grad  Never-married  Craft-repair  Not-in-family  White  Male UPTO60  United-States  <=50K
U30  Private  Some-college  Never-married  Other-service  Own-child  White  Female UPTO40  United-States  <=50K
U55  Private  Bachelors  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO60  United-States  <=50K
U40  Private  Bachelors  Never-married  Exec-managerial  Own-child  Black  Male UPTO40  Germany  <=50K
U30  State-gov  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO60  United-States  >50K
U21  Private  Some-college  Never-married  Other-service  Own-child  Black  Male UPTO40  United-States  <=50K
U55  Private  Bachelors  Married-civ-spouse  Exec-managerial  Wife  White  Female UPTO40  United-States  >50K
U21  Private  Some-college  Never-married  Adm-clerical  Own-child  White  Female UPTO40  United-States  <=50K
U40  Private  Assoc-acdm  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO40  United-States  >50K
U40  ?  HS-grad  Married-civ-spouse  ?  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  Some-college  Divorced  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
U30  Private  Assoc-acdm  Never-married  Sales  Not-in-family  White  Female UPTO60  United-States  <=50K
U30  Private  HS-grad  Never-married  Other-service  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  Self-emp-not-inc  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  Bachelors  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  <=50K
U55  Private  Assoc-acdm  Divorced  Tech-support  Not-in-family  Black  Female UPTO40  United-States  <=50K
U40  Federal-gov  Masters  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  Iran  >50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO60  United-States  <=50K
U30  Private  Assoc-voc  Married-civ-spouse  Adm-clerical  Wife  White  Female UPTO40  United-States  <=50K
U21  Private  Some-college  Never-married  Sales  Own-child  White  Male UPTO20  United-States  <=50K
U55  Private  Some-college  Married-civ-spouse  Craft-repair  Husband  Asian-Pac-Islander  Male UPTO40  United-States  >50K
55PLUS  Self-emp-inc  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  Some-college  Never-married  Sales  Own-child  White  Female UPTO40  United-States  <=50K
U21  Private  Some-college  Never-married  Other-service  Own-child  White  Male UPTO40  Mexico  <=50K
U55  Private  Assoc-voc  Never-married  Prof-specialty  Not-in-family  White  Female UPTO40  United-States  >50K
55PLUS  Private  Some-college  Never-married  Tech-support  Other-relative  White  Male UPTO40  United-States  <=50K
U40  Private  HS-grad  Never-married  Transport-moving  Unmarried  Black  Female UPTO40  United-States  <=50K
U30  Private  Some-college  Married-civ-spouse  Other-service  Husband  White  Male UPTO40  United-States  <=50K
U40  Private  HS-grad  Widowed  Other-service  Unmarried  White  Female UPTO40  United-States  <=50K
55PLUS  Private  11th  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U55  ?  Some-college  Divorced  ?  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Local-gov  Some-college  Divorced  Adm-clerical  Unmarried  White  Female UPTO40  Mexico  <=50K
U40  Private  HS-grad  Never-married  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  Private  Bachelors  Never-married  Exec-managerial  Other-relative  Asian-Pac-Islander  Female UPTO40  Philippines  <=50K
U30  Private  HS-grad  Never-married  Craft-repair  Own-child  White  Male UPTO40  United-States  <=50K
U55  ?  HS-grad  Divorced  ?  Not-in-family  White  Male UPTO60  United-States  >50K
U55  Private  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO60  United-States  <=50K
U30  Private  Bachelors  Never-married  Handlers-cleaners  Not-in-family  White  Male UPTO40  United-States  <=50K
55PLUS  Self-emp-not-inc  Some-college  Separated  Sales  Unmarried  Black  Male UPTO20  United-States  <=50K
U30  Private  HS-grad  Divorced  Craft-repair  Not-in-family  White  Male UPTO60  United-States  <=50K
U55  Private  Bachelors  Separated  Other-service  Other-relative  Black  Male UPTO60  United-States  <=50K
55PLUS  ?  1st-4th  Divorced  ?  Not-in-family  White  Female UPTO20  United-States  <=50K
U30  Private  HS-grad  Never-married  Other-service  Unmarried  White  Female UPTO40  United-States  <=50K
U55  Self-emp-inc  Masters  Divorced  Exec-managerial  Unmarried  Asian-Pac-Islander  Female UPTO40  United-States  <=50K
U30  Private  HS-grad  Never-married  Exec-managerial  Not-in-family  Asian-Pac-Islander  Female UPTO40  England  <=50K
U55  Self-emp-not-inc  Masters  Married-civ-spouse  Sales  Husband  White  Male UPTO40  United-States  >50K
U40  Private  Some-college  Divorced  Other-service  Unmarried  White  Female UPTO40  Mexico  <=50K
U40  Federal-gov  Assoc-acdm  Never-married  Exec-managerial  Not-in-family  White  Male UPTO60  United-States  <=50K
U55  State-gov  Masters  Widowed  Protective-serv  Unmarried  White  Male UPTO40  United-States  <=50K
U21  Private  11th  Never-married  Handlers-cleaners  Own-child  White  Male UPTO20  United-States  <=50K
55PLUS  Local-gov  Assoc-voc  Widowed  Prof-specialty  Not-in-family  White  Female UPTO20  United-States  <=50K
U30  Private  HS-grad  Never-married  Other-service  Not-in-family  White  Male UPTO40  United-States  <=50K
U30  State-gov  HS-grad  Married-civ-spouse  Protective-serv  Husband  White  Male UPTO40  United-States  <=50K
U55  Private  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO40  United-States  >50K
U30  Private  Bachelors  Never-married  Craft-repair  Not-in-family  White  Male UPTO60  United-States  <=50K
U30  State-gov  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  >50K
U30  Private  HS-grad  Married-spouse-absent  Sales  Unmarried  White  Female UPTO40  United-States  <=50K
U30  Private  HS-grad  Never-married  Craft-repair  Own-child  Black  Male UPTO40  United-States  <=50K
U40  Private  HS-grad  Never-married  Handlers-cleaners  Not-in-family  Black  Male UPTO40  United-States  <=50K
U21  Private  HS-grad  Never-married  Other-service  Own-child  White  Male UPTO20  United-States  <=50K
U40  Private  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO80  United-States  <=50K
U55  Local-gov  Some-college  Married-civ-spouse  Exec-managerial  Husband  Black  Male UPTO40  United-States  >50K
U55  Private  Some-college  Divorced  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  Private  Some-college  Never-married  Craft-repair  Not-in-family  Black  Male UPTO60  United-States  <=50K
U55  Private  7th-8th  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  Mexico  >50K
U40  Federal-gov  Some-college  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO60  United-States  >50K
U40  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  Black  Male UPTO40  United-States  <=50K
U55  Self-emp-not-inc  Bachelors  Divorced  Exec-managerial  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  ?  Bachelors  Divorced  ?  Not-in-family  White  Female UPTO60  United-States  <=50K
U40  Private  Masters  Married-civ-spouse  Prof-specialty  Wife  White  Female UPTO60  United-States  <=50K
55PLUS  State-gov  Doctorate  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO20  United-States  >50K
U40  Private  Some-college  Divorced  Machine-op-inspct  Not-in-family  Black  Female UPTO40  United-States  <=50K
U30  Private  Some-college  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  United-States  <=50K
U55  Local-gov  Bachelors  Married-civ-spouse  Craft-repair  Husband  Black  Male UPTO40  United-States  <=50K
U55  Private  Some-college  Married-civ-spouse  Tech-support  Husband  White  Male UPTO60  United-States  <=50K
U55  Federal-gov  Bachelors  Married-civ-spouse  Tech-support  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  5th-6th  Married-civ-spouse  Transport-moving  Other-relative  White  Male UPTO40  Mexico  <=50K
U40  Private  Some-college  Divorced  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
U55  Federal-gov  Masters  Never-married  Exec-managerial  Not-in-family  White  Female UPTO60  United-States  >50K
U40  Private  Masters  Married-civ-spouse  Prof-specialty  Other-relative  White  Male UPTO40  United-States  >50K
U30  Self-emp-not-inc  HS-grad  Never-married  Sales  Not-in-family  White  Male UPTO40  United-States  <=50K
U30  Private  Masters  Never-married  Prof-specialty  Not-in-family  White  Female UPTO40  United-States  <=50K
U21  ?  HS-grad  Never-married  ?  Own-child  White  Male UPTO40  Italy  <=50K
U55  Private  Bachelors  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO60  United-States  >50K
U55  Local-gov  Some-college  Never-married  Prof-specialty  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  State-gov  HS-grad  Divorced  Adm-clerical  Unmarried  White  Female UPTO40  United-States  <=50K
U21  Private  11th  Never-married  Sales  Own-child  White  Female UPTO40  United-States  <=50K
U40  Private  Bachelors  Married-civ-spouse  Other-service  Husband  Black  Male UPTO40  United-States  >50K
U40  Private  HS-grad  Divorced  Craft-repair  Not-in-family  White  Male UPTO60  United-States  <=50K
55PLUS  Self-emp-inc  HS-grad  Married-civ-spouse  Sales  Wife  White  Female UPTO40  United-States  >50K
U21  Private  11th  Never-married  Sales  Own-child  White  Female UPTO20  United-States  <=50K
U55  Local-gov  HS-grad  Married-civ-spouse  Transport-moving  Husband  Black  Male UPTO40  United-States  <=50K
U40  Private  HS-grad  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  >50K
U40  Private  Some-college  Never-married  Sales  Not-in-family  Amer-Indian-Eskimo  Female UPTO40  United-States  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Craft-repair  Husband  Asian-Pac-Islander  Male UPTO40  United-States  <=50K
U55  Self-emp-inc  7th-8th  Married-civ-spouse  Machine-op-inspct  Husband  White  Male UPTO40  United-States  >50K
U40  Private  Bachelors  Never-married  Exec-managerial  Not-in-family  Black  Male UPTO60  United-States  >50K
U55  Private  Assoc-acdm  Divorced  Sales  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  Private  Bachelors  Married-civ-spouse  Sales  Husband  White  Male UPTO60  Poland  <=50K
U55  Private  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO60  United-States  <=50K
U30  Private  10th  Never-married  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
U40  Private  Some-college  Married-civ-spouse  Handlers-cleaners  Husband  White  Male UPTO40  United-States  <=50K
55PLUS  ?  1st-4th  Divorced  ?  Not-in-family  White  Male UPTO40  United-States  <=50K
55PLUS  Private  HS-grad  Never-married  Other-service  Not-in-family  Black  Male UPTO40  United-States  <=50K
U55  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  Black  Male UPTO20  United-States  <=50K
U55  Local-gov  Preschool  Never-married  Machine-op-inspct  Not-in-family  White  Female UPTO40  United-States  <=50K
U21  Private  HS-grad  Never-married  Sales  Own-child  White  Female UPTO40  United-States  <=50K
55PLUS  ?  10th  Divorced  ?  Not-in-family  Amer-Indian-Eskimo  Female UPTO20  United-States  <=50K
55PLUS  Self-emp-not-inc  HS-grad  Married-civ-spouse  Farming-fishing  Husband  White  Male UPTO60  United-States  <=50K
55PLUS  Private  Assoc-voc  Widowed  Adm-clerical  Not-in-family  White  Female UPTO20  Columbia  <=50K
55PLUS  Private  HS-grad  Divorced  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U40  Private  11th  Separated  Transport-moving  Not-in-family  Black  Male UPTO40  United-States  <=50K
U55  Private  HS-grad  Divorced  Sales  Unmarried  Black  Female UPTO40  United-States  <=50K
U30  Private  Some-college  Never-married  Adm-clerical  Not-in-family  White  Male UPTO60  United-States  <=50K
U40  Private  Some-college  Divorced  Craft-repair  Other-relative  Other  Female UPTO40  United-States  <=50K
U30  Private  Prof-school  Never-married  Prof-specialty  Not-in-family  White  Male UPTO60  United-States  >50K
55PLUS  State-gov  HS-grad  Married-civ-spouse  Other-service  Husband  White  Male UPTO40  United-States  <=50K
U55  State-gov  Some-college  Never-married  Adm-clerical  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Private  Bachelors  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO60  Iran  >50K
U40  Local-gov  Masters  Married-civ-spouse  Exec-managerial  Husband  White  Male UPTO80  United-States  >50K
U30  Private  HS-grad  Never-married  Transport-moving  Own-child  White  Male UPTO40  United-States  <=50K
U55  Private  Bachelors  Married-civ-spouse  Prof-specialty  Husband  White  Male UPTO40  United-States  >50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Other-service  Wife  White  Female UPTO20  United-States  <=50K
U30  State-gov  Assoc-acdm  Married-civ-spouse  Protective-serv  Husband  White  Male UPTO60  United-States  <=50K
U21  ?  Some-college  Never-married  ?  Own-child  White  Male UPTO20  United-States  <=50K
U40  Private  Some-college  Divorced  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO40  ?  <=50K
55PLUS  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO60  United-States  >50K
U40  Private  HS-grad  Never-married  Other-service  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Private  Assoc-acdm  Married-civ-spouse  Tech-support  Husband  White  Male UPTO60  United-States  >50K
U55  Private  HS-grad  Married-civ-spouse  Adm-clerical  Husband  White  Male UPTO40  ?  <=50K
U55  Private  Prof-school  Married-civ-spouse  Prof-specialty  Wife  White  Female UPTO40  United-States  >50K
U55  Private  Bachelors  Married-civ-spouse  Adm-clerical  Wife  Black  Female UPTO40  United-States  <=50K
55PLUS  Local-gov  10th  Widowed  Other-service  Unmarried  Black  Female UPTO40  United-States  <=50K
U21  Local-gov  Some-college  Never-married  Adm-clerical  Own-child  White  Male UPTO40  United-States  <=50K
55PLUS  Private  Some-college  Never-married  Transport-moving  Not-in-family  White  Male UPTO20  United-States  <=50K
U55  Self-emp-not-inc  HS-grad  Married-civ-spouse  Farming-fishing  Husband  Asian-Pac-Islander  Male UPTO40  Cambodia  >50K
U21  Private  HS-grad  Never-married  Other-service  Own-child  White  Female UPTO40  United-States  <=50K
U40  Private  HS-grad  Separated  Other-service  Not-in-family  White  Female UPTO40  United-States  <=50K
U55  Private  Assoc-voc  Widowed  Exec-managerial  Not-in-family  White  Female UPTO60  United-States  <=50K
U55  Private  7th-8th  Divorced  Craft-repair  Not-in-family  White  Male UPTO40  United-States  <=50K
U40  Private  Bachelors  Divorced  Prof-specialty  Own-child  White  Female UPTO40  United-States  <=50K
U55  Private  HS-grad  Married-civ-spouse  Sales  Husband  White  Male UPTO60  United-States  <=50K
U21  Private  11th  Never-married  Other-service  Own-child  White  Male UPTO20  United-States  <=50K
55PLUS  Private  Some-college  Married-civ-spouse  Sales  Husband  White  Male UPTO40  United-States  <=50K
U30  Private  11th  Married-civ-spouse  Craft-repair  Husband  White  Male UPTO40  United-States  <=50K
U40  Self-emp-inc  Some-college  Married-civ-spouse  Exec-managerial  Husband  Asian-Pac-Islander  Male UPTO80  Thailand  >50K
U21  ?  Some-college  Never-married  ?  Own-child  White  Male UPTO40  Canada  <=50K
